b_E01_008.bmp, 0
b_E01_009.bmp, 1-2-3-8
b_E01_010.bmp, 0-3
b_E01_011.bmp, 0-2-3
b_E01_012.bmp, 0-1
b_E01_013.bmp, 0-2-3
b_E01_014.bmp, 0-1
b_E01_015.bmp, 0
b_E01_016.bmp, 0
b_E01_017.bmp, 0-1
b_E01_018.bmp, 0-1-2-4
b_F01_001.bmp, 0-1-2
b_F01_002.bmp, 0-2-3-4-5
b_F01_003.bmp, 0-1
b_F01_004.bmp, 0-2-4
b_F01_005.bmp, 0-2-6
b_F01_006.bmp, 0-4
b_F01_007.bmp, 0
b_F01_008.bmp, 0-1
b_F01_009.bmp, 0-3-4-6
b_F01_010.bmp, 0-1
b_F01_011.bmp, 0-2-3
b_F01_012.bmp, 0-1-4
b_F01_013.bmp, 0
b_F01_014.bmp, 0-3
b_F01_015.bmp, 0-1-3
b_F01_016.bmp, 0
b_F01_017.bmp, 0
b_G01_001.bmp, 0
b_G01_002.bmp, 0-1-3
b_G01_003.bmp, 1-2
b_G01_004.bmp, 0-3
b_G01_005.bmp, 0-2
b_G01_006.bmp, 1-2-3
b_G01_007.bmp, 0-2-3-5
b_G01_008.bmp, 0-2
b_G01_009.bmp, 1-2-4-5
b_G01_010.bmp, 1-3-5-7
b_G01_011.bmp, 0-2-3
b_G01_012.bmp, 0-2-3-4
b_G01_013.bmp, 0
b_G01_014.bmp, 0
b_G01_015.bmp, 0-2
b_G01_016.bmp, 0-1-4
b_G01_017.bmp, 0-4
b_G01_018.bmp, 0-3-4
b_H01_001.bmp, 0-2-3
b_H01_002.bmp, 0-4
b_H01_003.bmp, 0-1
b_H01_004.bmp, 0
b_H01_005.bmp, 0
b_H01_006.bmp, 0
b_H01_007.bmp, 0
b_H01_008.bmp, 1
b_H01_009.bmp, 0
b_H01_010.bmp,0-2-4
b_H01_011.bmp, 0-2
b_H01_012.bmp, 0-2-6
b_H01_013.bmp, 0-2-5
b_H01_014.bmp, 0-1
b_H01_015.bmp, 0-2
b_H01_016.bmp, 0-2-3-5
b_H01_017.bmp, 0
b_H01_018.bmp, 0-2-3
b_I01_001.bmp, 0-2-3
b_I01_002.bmp, 0
b_I01_003.bmp, 0-2-3
b_I01_004.bmp, 0
b_I01_005.bmp, 0
b_I01_006.bmp, 0
b_I01_007.bmp, 0-1-4
b_I01_008.bmp, 0-2
b_I01_009.bmp, 0-1-4
b_I01_010.bmp, 1-3-4
b_I01_011.bmp, 0-2-3
b_I01_012.bmp, 0-2
b_I01_013.bmp, 0-2
b_I01_014.bmp, 0
b_I01_015.bmp, 0-1
b_I01_016.bmp, 0-1-3
b_I01_017.bmp, 0-1-3-4
b_I01_018.bmp, 1-2
b_J01_001.bmp, 0-2-3-4-5
b_J01_002.bmp, 0-1-2-4
b_J01_003.bmp, 0-1-2-3
b_J01_004.bmp, 0-3
b_J01_005.bmp, 0-3
b_J01_006.bmp, 0
b_J01_007.bmp, 0-1-2
b_J01_008.bmp, 0-2
b_J01_009.bmp, 0
b_J01_010.bmp, 1-2
b_J01_011.bmp, 0-2-6-7
b_J01_012.bmp, 0-1
b_J01_013.bmp, 0
b_J01_014.bmp, 0
b_J01_015.bmp, 0
b_J01_016.bmp, 0-2
b_J01_017.bmp, 0-1
b_J01_018.bmp, 0-2
b_K01_001.bmp, 0-5
b_K01_002.bmp, 0-2
b_K01_003.bmp, 0-2-3-6
b_K01_004.bmp, 0
b_K01_005.bmp, 0-2
b_K01_006.bmp, 0-3
b_K01_007.bmp, 0-2
b_K01_008.bmp, 0-1-2-5
b_K01_009.bmp, 0-2
b_K01_010.bmp, 0-2-6
b_K01_011.bmp, 0-1-5
b_K01_012.bmp, 0
b_K01_013.bmp, 0-3-5
b_K01_014.bmp, 1
b_K01_015.bmp, 0-3
b_K01_016.bmp, 0
b_K01_017.bmp, 1-2-5
b_K01_018.bmp, 0-2
b_L01_001.bmp, 0-2-4
b_L01_002.bmp, 0-1-3-4
b_L01_003.bmp, 0-3-6-7
b_L01_004.bmp, 0
b_L01_005.bmp, 0-1
b_L01_006.bmp, 0
b_L01_007.bmp, 1-2-3-5
b_L01_008.bmp, 0-2-4-8
b_L01_009.bmp, 0-2-3-5-7
b_L01_010.bmp, 0-3
b_L01_011.bmp, 0-1-2
b_L01_012.bmp, 0-2-5
b_L01_013.bmp, 0-1
b_L01_014.bmp, 0
b_L01_015.bmp, 0-2
b_L01_016.bmp, 0
b_L01_017.bmp, 0-2
b_L01_018.bmp, 0-2-4
b_M01_001.bmp, 0-3-4
b_M01_002.bmp, 0-2-5-9
b_M01_003.bmp, 0-1-3
b_M01_004.bmp, 0
b_M01_005.bmp, 0-2-3
b_M01_006.bmp, 0-3
b_M01_007.bmp, 0-5
b_M01_008.bmp, 0
b_M01_009.bmp, 0-2
b_M01_010.bmp, 1-2-4
b_M01_011.bmp, 0-2
b_M01_012.bmp, 1-2-3-4
b_M01_013.bmp, 1-3
b_M01_014.bmp, 0-2-3-6
b_M01_015.bmp, 0-3
b_M01_016.bmp, 1-2
b_M01_017.bmp, 1
b_M01_018.bmp, 0-2-3-5
b_N01_001.bmp, 0-2-4
b_N01_002.bmp, 0-6-7
b_N01_003.bmp, 0-2
b_N01_004.bmp, 0-1
b_N01_005.bmp, 0-2
b_N01_006.bmp, 0-2
b_N01_007.bmp, 0-2
b_N01_008.bmp, 0
b_N01_009.bmp, 0-3
b_N01_010.bmp, 0-1
b_N01_011.bmp, 0-1
b_N01_012.bmp, 0-1
b_N01_013.bmp, 0-2-3
b_N01_014.bmp, 0
b_N01_015.bmp, 0-2
b_N01_016.bmp, 0-1
b_N01_017.bmp, 0-1
b_N01_018.bmp, 0-3
b_O01_001.bmp, 1-2
b_O01_002.bmp, 0-2-3-5
b_O01_003.bmp, 0-2-3
b_O01_004.bmp, 0-6
b_O01_005.bmp, 0-2
b_O01_006.bmp, 0-2
b_O01_007.bmp, 0-1-4
b_O01_008.bmp, 0-1-3
b_O01_009.bmp, 1-4
b_O01_010.bmp, 0-1-2-4
b_O01_011.bmp, 0-1-5
b_O01_012.bmp, 0-2
b_O01_013.bmp, 0-1
b_O01_014.bmp, 0
b_O01_015.bmp, 0-5
b_O01_016.bmp, 0-2-4
b_O01_017.bmp, 0
b_O01_018.bmp, 0-3
b_P01_001.bmp, 0-2-5
b_P01_002.bmp, 0-1-2
b_P01_003.bmp, 0-2
b_P01_004.bmp, 0-2
b_P01_005.bmp, 0-1
b_P01_006.bmp, 0-3-4
b_P01_007.bmp, 0
b_P01_008.bmp, 1-4
b_P01_009.bmp, 0-2-3
b_P01_010.bmp, 0-2-3
b_P01_011.bmp, 0-1-4
b_P01_012.bmp, 0
b_P01_013.bmp, 0-3
b_P01_014.bmp, 0-1
b_P01_015.bmp, 0
b_P01_016.bmp, 0
b_P01_017.bmp, 0-2
b_P01_018.bmp, 0-4
b_Q01_001.bmp, 0-2-3
b_Q01_002.bmp, 0-3-5
b_Q01_003.bmp, 0-2-3
b_Q01_004.bmp, 0-3-4
b_Q01_005.bmp, 0-3-5
b_Q01_006.bmp, 0-3-4-6
b_Q01_007.bmp, 0-2
b_Q01_008.bmp, 0-1
b_Q01_009.bmp, 1-3
b_Q01_010.bmp, 1-4
b_Q01_011.bmp, 0
b_Q01_012.bmp, 1-3
b_Q01_013.bmp, 0
b_Q01_014.bmp, 0-1-2
b_Q01_015.bmp, 0-1
b_Q01_016.bmp, 0-1
b_Q01_017.bmp, 0-2
b_Q01_018.bmp, 0-3
b_R01_001.bmp, 0-3-5-6
b_R01_002.bmp, 0-2
b_R01_003.bmp, 0-3-5
b_R01_004.bmp, 0-3
b_R01_005.bmp, 0-3-7
b_R01_006.bmp, 0-3-5
b_R01_007.bmp, 0-2
b_R01_008.bmp, 0-1-2-6
b_R01_009.bmp, 0
b_R01_010.bmp, 0
b_R01_011.bmp, 1-2
b_R01_012.bmp, 0-2
b_R01_013.bmp, 0-1
b_R01_014.bmp, 0
b_R01_015.bmp, 0-2-3
b_R01_016.bmp, 0
b_R01_017.bmp, 0
b_R01_018.bmp, 0-1
